Product_Name,Material,Category,Region,Size(cm),Weight(g),Description_Keywords,Price(INR),Image_URL
Handwoven Basket,Jute,Home Decor,Kerala,46x68x36,2298,"embroidery, handcrafted, classic finish",14786,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Basket
Rattan Lamp,Paper Mache,Stationery,Kashmir,52x79x10,1578,"cultural, hand-painted, classic finish",8412,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Rattan+Lamp
Channapatna Toy,Silk,Kitchenware,Haryana,77x99x10,1323,"eco-friendly, tribal, cultural",14651,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Channapatna+Toy
Jute Handbag,Wood,Accessories,Maharashtra,19x77x47,2312,"embroidery, premium, sustainable",877,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Handbag
Paper Mache Box,Quartz,Wall Art,Rajasthan,66x21x26,3129,"durable, handcrafted, traditional",7872,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Paper+Mache+Box
Jute Handbag,Jute,Kids Toy,Madhya Pradesh,32x99x10,4061,"unique design, sustainable, lacquered",271,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Handbag
Handcrafted Wind Chime,Bamboo,Clothing,Tamil Nadu,43x90x28,4630,"hand-painted, classic finish, premium",6827,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handcrafted+Wind+Chime
Blue Pottery Plate,Clay,Kids Toy,Odisha,30x86x12,3261,"tribal, eco-friendly, durable",12954,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Blue+Pottery+Plate
Banarasi Silk Saree,Wool,Bags,Rajasthan,22x31x17,3320,"hand-painted, natural dyes, artisan made",3485,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Banarasi+Silk+Saree
Handloom Kurta,Cotton,Clothing,Karnataka,87x20x29,3326,"woven, handcrafted, classic finish",13705,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handloom+Kurta
Handloom Kurta,Paper Mache,Wall Art,West Bengal,31x35x7,1997,"embroidery, handcrafted, durable",11020,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handloom+Kurta
Zari Work Blouse,Silk,Wall Art,Tamil Nadu,92x89x45,3345,"artisan made, natural dyes, handcrafted",2375,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Zari+Work+Blouse
Pashmina Shawl,Clay,Footwear,Kashmir,78x60x51,2592,"vibrant, cultural, minimal design",405,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Pashmina+Shawl
Zari Work Blouse,Cotton,Furniture Miniature,Assam,96x51x43,3795,"sustainable, boho style, embroidery",6453,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Zari+Work+Blouse
Woolen Muffler,Quartz,Stationery,Rajasthan,99x55x18,3441,"cultural, unique design, handcrafted",14172,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Muffler
Block Print Bedsheet,Copper,Spiritual Item,Haryana,88x85x60,2064,"traditional, woven, cultural",13176,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Block+Print+Bedsheet
Palm Leaf Box,Marble,Decor,Tamil Nadu,60x93x17,2190,"artisan made, hand-painted, lacquered",12701,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Palm+Leaf+Box
Handcrafted Wind Chime,Paper Mache,Stationery,Tamil Nadu,71x44x50,921,"tribal, sustainable, natural dyes",4199,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handcrafted+Wind+Chime
Hand-painted Kettle,Cotton Rope,Kids Toy,Karnataka,15x91x53,2735,"cultural, embroidery, woven",8267,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Hand-painted+Kettle
Block Print Bedsheet,Cotton Rope,Stationery,Uttar Pradesh,83x11x45,4705,"handcrafted, artisan made, natural dyes",14141,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Block+Print+Bedsheet
Handmade Diary,Bamboo,Accessories,Assam,40x20x60,4403,"sustainable, woven, classic finish",8876,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handmade+Diary
Woolen Shawl,Bamboo,Clothing,Kerala,78x40x49,4968,"classic finish, vibrant, embroidery",13795,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Shawl
Palm Leaf Box,Cotton,Accessories,Madhya Pradesh,93x38x32,2484,"artisan made, sustainable, durable",8188,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Palm+Leaf+Box
Tribal Art Mask,Pashmina Wool,Jewellery,Gujarat,20x64x41,1339,"premium, traditional, durable",10522,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Tribal+Art+Mask
Kalamkari Saree,Handmade Paper,Decor,Goa,29x31x35,2129,"vibrant, handcrafted, minimal design",11125,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kalamkari+Saree
Copper Mug,Marble,Home Decor,Assam,87x71x50,1043,"unique design, sustainable, embroidery",2262,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Copper+Mug
Paper Mache Box,Wool,Furniture Miniature,Madhya Pradesh,84x29x57,1790,"classic finish, woven, heritage craft",3398,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Paper+Mache+Box
Bandhani Dupatta,Wood,Accessories,Uttar Pradesh,27x28x38,2585,"minimal design, handcrafted, artisan made",7853,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bandhani+Dupatta
Jute Handbag,Jute,Stationery,Maharashtra,42x13x47,2531,"eco-friendly, premium, tribal",11014,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Handbag
Warli Art Canvas,Quartz,Accessories,Chhattisgarh,95x19x46,406,"eco-friendly, tribal, handcrafted",12230,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Warli+Art+Canvas
Channapatna Toy,Silk,Stationery,Haryana,38x42x24,2669,"eco-friendly, premium, lacquered",11289,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Channapatna+Toy
Stone Carved Ganesha,Wool,Accessories,Goa,41x81x53,1737,"cultural, embroidery, lacquered",13223,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Stone+Carved+Ganesha
Handwoven Basket,Cane,Stationery,Assam,85x72x6,1245,"boho style, premium, woven",197,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Basket
Palm Leaf Box,Cotton,Home Decor,Chhattisgarh,44x34x50,2700,"artisan made, vibrant, boho style",4580,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Palm+Leaf+Box
Woolen Shawl,Pashmina Wool,Kids Toy,Bihar,90x83x20,706,"durable, handcrafted, cultural",6209,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Shawl
Wooden Keychain,Clay,Accessories,Chhattisgarh,42x43x11,3552,"traditional, hand-painted, premium",4456,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wooden+Keychain
Bandhani Dupatta,Silk,Spiritual Item,Chhattisgarh,16x70x5,3434,"tribal, lacquered, eco-friendly",14592,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bandhani+Dupatta
Handmade Diary,Pashmina Wool,Accessories,Tamil Nadu,27x95x18,159,"unique design, durable, heritage craft",5321,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handmade+Diary
Handloom Kurta,Brass,Stationery,Karnataka,13x78x6,516,"sustainable, vibrant, classic finish",6259,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handloom+Kurta
Handmade Diary,Handmade Paper,Footwear,Delhi,70x27x16,542,"sustainable, cultural, hand-painted",8466,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handmade+Diary
Clay Diya Set,Wood,Home Decor,Maharashtra,30x55x25,2672,"natural dyes, woven, minimal design",5594,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Diya+Set
Wooden Spice Box,Cotton Rope,Festive Item,Kashmir,17x16x36,248,"handcrafted, natural dyes, lacquered",8356,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wooden+Spice+Box
Cane Chair Miniature,Silk,Wall Art,Odisha,50x62x12,3386,"handcrafted, sustainable, durable",8041,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Cane+Chair+Miniature
Bamboo Pen Stand,Clay,Kitchenware,Bihar,22x84x58,2865,"woven, minimal design, hand-painted",4551,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bamboo+Pen+Stand
Dhokra Figurine,Copper,Kitchenware,Bihar,13x99x54,437,"natural dyes, minimal design, hand-painted",7132,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Dhokra+Figurine
Cane Chair Miniature,Paper Mache,Spiritual Item,Tamil Nadu,24x60x16,1367,"boho style, sustainable, durable",1784,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Cane+Chair+Miniature
Phulkari Dupatta,Cane,Jewellery,Gujarat,95x94x19,3596,"sustainable, vibrant, lacquered",4590,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Phulkari+Dupatta
Bandhani Dupatta,Quartz,Stationery,Kashmir,35x77x31,3898,"traditional, classic finish, tribal",5566,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bandhani+Dupatta
Woolen Muffler,Leather,Wall Art,Maharashtra,83x69x11,2851,"natural dyes, sustainable, boho style",5559,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Muffler
Macrame Wall Hanging,Organic Cotton,Kitchenware,Rajasthan,63x73x58,2547,"cultural, minimal design, unique design",760,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Macrame+Wall+Hanging
Cane Chair Miniature,Pashmina Wool,Bags,Goa,77x14x9,1839,"handcrafted, sustainable, minimal design",9895,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Cane+Chair+Miniature
Hand-painted Kettle,Jute,Wall Art,Uttar Pradesh,16x10x29,4717,"classic finish, traditional, premium",13677,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Hand-painted+Kettle
Kantha Stitch Saree,Bamboo,Bags,Tamil Nadu,78x99x14,1135,"natural dyes, handcrafted, eco-friendly",8068,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kantha+Stitch+Saree
Banarasi Silk Saree,Marble,Wall Art,Maharashtra,28x73x23,1655,"eco-friendly, lacquered, tribal",11343,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Banarasi+Silk+Saree
Lippan Art Frame,Leather,Accessories,Gujarat,68x42x9,836,"tribal, minimal design, embroidery",14790,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Lippan+Art+Frame
Wood Carved Elephant,Marble,Decor,Maharashtra,85x97x5,2821,"hand-painted, premium, embroidery",3371,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wood+Carved+Elephant
Terracotta Pot,Brass,Bags,Assam,12x14x39,1205,"handcrafted, vibrant, woven",14630,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Pot
Channapatna Toy,Cotton,Clothing,Gujarat,19x99x25,2614,"hand-painted, eco-friendly, natural dyes",10943,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Channapatna+Toy
Bamboo Basket,Marble,Decor,Maharashtra,47x81x59,2000,"tribal, durable, cultural",12632,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bamboo+Basket
Pashmina Shawl,Stone,Kids Toy,Odisha,41x24x46,3037,"vibrant, handcrafted, premium",2177,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Pashmina+Shawl
Sheesham Wood Bowl,Jute,Kitchenware,Gujarat,33x47x58,2167,"artisan made, minimal design, sustainable",11228,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Sheesham+Wood+Bowl
Terracotta Planter,Palm Leaf,Home Decor,Uttar Pradesh,79x23x31,3519,"artisan made, minimal design, premium",7979,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Planter
Kolhapuri Chappal,Stone,Footwear,Karnataka,77x35x54,1774,"handcrafted, natural dyes, minimal design",14352,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kolhapuri+Chappal
Brass Puja Thali,Cotton,Kids Toy,Karnataka,74x21x6,496,"hand-painted, vibrant, boho style",2535,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Brass+Puja+Thali
Phulkari Dupatta,Handmade Paper,Furniture Miniature,Delhi,76x40x52,3299,"woven, hand-painted, natural dyes",6479,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Phulkari+Dupatta
Woolen Shawl,Organic Cotton,Kids Toy,Tamil Nadu,59x80x10,4848,"unique design, artisan made, boho style",7462,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Shawl
Palm Leaf Box,Marble,Home Decor,Maharashtra,25x29x44,118,"hand-painted, premium, classic finish",3381,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Palm+Leaf+Box
Dhokra Figurine,Quartz,Kids Toy,Chhattisgarh,47x25x7,4591,"cultural, lacquered, sustainable",4141,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Dhokra+Figurine
Block Print Bedsheet,Quartz,Clothing,Maharashtra,38x59x32,2107,"boho style, embroidery, vibrant",4049,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Block+Print+Bedsheet
Clay Water Bottle,Pashmina Wool,Bags,West Bengal,59x70x55,4903,"eco-friendly, embroidery, minimal design",6353,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Water+Bottle
Zari Work Blouse,Paper Mache,Footwear,Haryana,90x12x58,4270,"classic finish, unique design, vibrant",7909,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Zari+Work+Blouse
Handmade Diary,Cane,Spiritual Item,Chhattisgarh,14x23x45,4836,"vibrant, hand-painted, cultural",6782,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handmade+Diary
Macrame Wall Hanging,Pashmina Wool,Footwear,Delhi,100x44x9,429,"artisan made, natural dyes, sustainable",770,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Macrame+Wall+Hanging
Phulkari Dupatta,Cotton,Decor,West Bengal,22x23x60,2235,"woven, handcrafted, sustainable",10105,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Phulkari+Dupatta
Handmade Diary,Marble,Kitchenware,Goa,85x78x51,4108,"heritage craft, artisan made, hand-painted",1187,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handmade+Diary
Terracotta Jewellery,Pashmina Wool,Accessories,Karnataka,88x35x46,1384,"premium, handcrafted, durable",13818,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Jewellery
Channapatna Toy,Jute,Clothing,Kashmir,37x28x57,4489,"eco-friendly, traditional, tribal",4673,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Channapatna+Toy
Tribal Art Mask,Leather,Jewellery,Assam,44x22x32,580,"handcrafted, embroidery, woven",349,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Tribal+Art+Mask
Clay Diya Set,Cotton Rope,Jewellery,Assam,15x98x35,3915,"sustainable, classic finish, hand-painted",11147,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Diya+Set
Cane Chair Miniature,Bamboo,Kids Toy,Gujarat,70x53x23,268,"unique design, woven, durable",2719,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Cane+Chair+Miniature
Copper Mug,Jute,Wall Art,Delhi,54x16x13,2470,"hand-painted, embroidery, lacquered",2536,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Copper+Mug
Channapatna Toy,Leather,Festive Item,Delhi,62x51x23,159,"cultural, minimal design, premium",9743,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Channapatna+Toy
Pashmina Shawl,Bamboo,Wall Art,West Bengal,29x29x25,4000,"tribal, vibrant, classic finish",2423,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Pashmina+Shawl
Bamboo Pen Stand,Wool,Kids Toy,Haryana,68x74x32,4051,"heritage craft, embroidery, unique design",6546,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bamboo+Pen+Stand
Stone Carved Ganesha,Canvas,Decor,West Bengal,59x88x37,2369,"hand-painted, lacquered, tribal",8031,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Stone+Carved+Ganesha
Zari Work Blouse,Marble,Spiritual Item,Maharashtra,59x89x41,1065,"tribal, durable, heritage craft",1583,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Zari+Work+Blouse
Kantha Stitch Saree,Cotton,Kids Toy,Haryana,93x41x28,523,"woven, heritage craft, artisan made",5929,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kantha+Stitch+Saree
Handmade Diary,Cane,Wall Art,Kashmir,38x56x31,3449,"embroidery, unique design, hand-painted",1482,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handmade+Diary
Bamboo Basket,Palm Leaf,Accessories,Gujarat,76x20x29,655,"hand-painted, eco-friendly, woven",3389,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bamboo+Basket
Hand-painted Kettle,Clay,Jewellery,Madhya Pradesh,41x54x16,149,"durable, artisan made, premium",4486,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Hand-painted+Kettle
Woolen Shawl,Pashmina Wool,Wall Art,West Bengal,78x82x48,3274,"boho style, handcrafted, durable",7555,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Shawl
Jute Table Mat,Organic Cotton,Kitchenware,Kerala,71x54x36,3713,"boho style, unique design, durable",14023,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Table+Mat
Marble Coaster Set,Paper Mache,Bags,Odisha,70x51x27,1828,"eco-friendly, minimal design, premium",1391,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Marble+Coaster+Set
Handwoven Carpet,Brass,Bags,Delhi,37x36x47,673,"premium, unique design, traditional",2071,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Carpet
Terracotta Pot,Wood,Bags,Odisha,94x68x57,2766,"traditional, heritage craft, unique design",5705,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Pot
Terracotta Planter,Quartz,Festive Item,Madhya Pradesh,13x85x20,2248,"unique design, boho style, hand-painted",119,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Planter
Sheesham Wood Bowl,Cotton Rope,Clothing,Kashmir,48x83x53,3296,"embroidery, vibrant, cultural",11754,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Sheesham+Wood+Bowl
Handloom Scarf,Cane,Jewellery,Rajasthan,54x53x57,3052,"minimal design, heritage craft, tribal",2635,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handloom+Scarf
Wood Carved Elephant,Wood,Festive Item,Delhi,82x82x16,4315,"heritage craft, artisan made, unique design",13894,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wood+Carved+Elephant
Kantha Stitch Saree,Quartz,Clothing,Bihar,68x97x11,2581,"unique design, boho style, handcrafted",12360,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kantha+Stitch+Saree
Woolen Shawl,Cane,Wall Art,Gujarat,38x66x28,1395,"classic finish, unique design, sustainable",8348,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Shawl
Madhubani Painting,Organic Cotton,Decor,Goa,88x39x30,4811,"classic finish, sustainable, durable",4907,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Madhubani+Painting
Terracotta Planter,Silk,Clothing,Kashmir,52x25x20,4230,"eco-friendly, artisan made, natural dyes",4923,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Planter
Macrame Wall Hanging,Canvas,Home Decor,West Bengal,87x35x29,2078,"vibrant, premium, hand-painted",12764,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Macrame+Wall+Hanging
Macrame Wall Hanging,Stone,Clothing,Uttar Pradesh,53x41x24,2706,"embroidery, hand-painted, handcrafted",6913,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Macrame+Wall+Hanging
Cane Chair Miniature,Wool,Spiritual Item,Kashmir,73x31x59,3974,"durable, vibrant, artisan made",228,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Cane+Chair+Miniature
Handwoven Basket,Brass,Clothing,Rajasthan,87x44x27,1683,"minimal design, traditional, vibrant",12841,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Basket
Zari Work Blouse,Pashmina Wool,Stationery,Punjab,89x14x35,1358,"tribal, hand-painted, boho style",14734,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Zari+Work+Blouse
Rattan Lamp,Marble,Spiritual Item,Assam,14x17x42,2952,"tribal, heritage craft, unique design",10218,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Rattan+Lamp
Phulkari Dupatta,Cotton Rope,Accessories,Goa,100x16x47,4916,"eco-friendly, natural dyes, premium",12483,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Phulkari+Dupatta
Copper Bottle,Leather,Footwear,Gujarat,66x13x46,4030,"handcrafted, cultural, eco-friendly",13013,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Copper+Bottle
Clay Water Bottle,Leather,Spiritual Item,Karnataka,59x99x51,3234,"lacquered, heritage craft, sustainable",8708,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Water+Bottle
Handmade Diary,Quartz,Home Decor,Karnataka,13x85x50,3657,"minimal design, cultural, woven",3911,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handmade+Diary
Bandhani Dupatta,Organic Cotton,Clothing,Gujarat,16x18x32,2687,"woven, tribal, embroidery",5353,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bandhani+Dupatta
